title,channel,views,published,url
Uchinaguchi Study Group (#31) - Vocabulary - Time Related  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),202,2021-11-19T10:15:03Z,https://www.youtube.com/watch?v=fKIdh4fANq0
Uchinaguchi Study Group (#46) - Grammar - Sentence Particle &quot;Yatin&quot; やてぃん  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),235,2022-03-11T10:15:03Z,https://www.youtube.com/watch?v=v3mIgJzoM4I
Uchinaguchi Study Group (#19) - Special Topics - Asian Zodiac    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),392,2021-08-20T10:15:02Z,https://www.youtube.com/watch?v=_0FGomAqHcE
Uchinaguchi Study Group (#48) - Special Topics - Review  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),377,2022-03-25T10:15:00Z,https://www.youtube.com/watch?v=OLAPmLszp40
Uchinaguchi Study Group (#41) - Grammar - Sentence Particle &quot;n&quot; (ん)   (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),212,2022-02-04T10:15:00Z,https://www.youtube.com/watch?v=2NdyoG_WzW0
Uchinaguchi Study Group (#37) -  Situational - New Years Greetings (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),470,2022-01-07T10:15:03Z,https://www.youtube.com/watch?v=lNjWxi9oX-Q
Uchinaguchi Study Group (#38) - Grammar - Adjective Conjugation - Negative    (Okinawan Language沖縄語),Uchinaguchi Study Group  (Okinawan language),244,2022-01-14T10:15:00Z,https://www.youtube.com/watch?v=IGKTiMOc_uo
Uchinaguchi Study Group (#28) - Grammar - Object Marker  (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),180,2021-10-22T10:15:01Z,https://www.youtube.com/watch?v=IS_kDHW1Ir8
Uchinaguchi Study Group (#18) - Situational - Self-Introduction (#2)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),478,2021-08-13T10:15:00Z,https://www.youtube.com/watch?v=EV37aEjwj6E
Uchinaguchi Study Group (#7) - Situational - Common Phrases (#1)    (Okinawan Language 沖縄語),Uchinaguchi Study Group  (Okinawan language),2028,2021-05-21T10:15:05Z,https://www.youtube.com/watch?v=ekk9jzi6Clk
"Uchinaguchi Study Group (#2) - Special Topics - Ryukyu, Uchinaa, Okinawa  (Okinawan Language 沖縄語）",Uchinaguchi Study Group  (Okinawan language),1645,2021-04-16T10:15:00Z,https://www.youtube.com/watch?v=4uwMiiw84jU
Learn Japanese and enjoy the beauty of Okinawa| International Center for Language and Culture (ICLC),Go! Go! Nihon Live & Study in Japan,4242,2023-06-26T07:10:13Z,https://www.youtube.com/watch?v=OJ4jiqfVdjI
Learning Okinawan Language Vol.5,OkinaWanderer,131,2022-03-22T01:30:00Z,https://www.youtube.com/watch?v=0YETBcdBNj8
Let&#39;s learning Uchinaguchi (Okinawan Language) Vol.3!!,OkinaWanderer,321,2021-04-24T03:53:52Z,https://www.youtube.com/watch?v=-X4fHjQac4w
Let&#39;s learn Uchina Guchi (Okinawan language) Vol.1,OkinaWanderer,3929,2020-12-06T08:16:01Z,https://www.youtube.com/watch?v=btKUBX_FOSM
Hello in Okinawan,Learning Specialist,148,2022-05-03T16:01:17Z,https://www.youtube.com/watch?v=nMrpVGMwaME
Special Edition: Speaking with an Okinawan! - Learning Japanese Week 1,Bernadette Plazola,1348,2014-12-05T07:40:43Z,https://www.youtube.com/watch?v=UdFtnzT9t2E
A Karate Guide For Okinawa Travellers,Jesse Enkamp,84774,2021-01-23T11:05:22Z,https://www.youtube.com/watch?v=JX7qq8ZLuU8
Okinawa Cuisine  History &amp; Flavors #okinawa #cuisine #flavors #food #english,Cook Cookie,86,2024-04-29T09:00:08Z,https://www.youtube.com/watch?v=Da9WqHOsihs
Discover the Okinawan Secret to Weight Loss_ The Harahachi Buu Method,Dailyinspire,5311,2024-02-05T03:42:06Z,https://www.youtube.com/watch?v=jXKONEuXVyo
Let&#39;s learning Uchinaguchi (Okinawan Language) Vol.4!!,OkinaWanderer,131,2021-11-30T01:30:00Z,https://www.youtube.com/watch?v=3KPDS-9zd5s
Learning ウチナーグチ (Okinawa Dialect)!!,Chicken & Rice,13733,2019-11-24T11:12:44Z,https://www.youtube.com/watch?v=BrijT9U1ivg
